bpm,62.76,time,3366.6666666666665
bpm,63.51,time,3400.0000000000005
bpm,62.83,time,3433.3333333333335
bpm,63.45,time,3466.666666666667
bpm,62.79,time,3500.0
bpm,63.38,time,3533.3333333333335
bpm,62.72,time,3566.666666666667
bpm,63.33,time,3600.0
bpm,69.64,time,3633.3333333333335
bpm,63.28,time,3666.666666666667
bpm,69.59,time,3700.0
bpm,63.22,time,3733.3333333333335
bpm,62.56,time,3766.666666666667
bpm,63.16,time,3800.0000000000005
bpm,62.51,time,3833.3333333333335
bpm,63.09,time,3866.6666666666665
bpm,62.45,time,3900.0000000000005
bpm,63.06,time,3933.3333333333335
bpm,62.44,time,3966.666666666667
bpm,63.04,time,4000.0
bpm,69.32,time,4033.333333333333
bpm,62.99,time,4066.6666666666665
bpm,69.27,time,4100.000000000001
bpm,62.98,time,4133.333333333334
bpm,69.26,time,4166.666666666667
bpm,62.96,time,4200.0
bpm,62.31,time,4233.333333333333
bpm,62.97,time,4266.666666666667
bpm,69.24,time,4300.0
bpm,62.92,time,4333.333333333334
bpm,69.19,time,4366.666666666667
bpm,62.89,time,4400.0
bpm,69.16,time,4433.333333333334
bpm,62.97,time,4466.666666666667
bpm,62.32,time,4500.0
bpm,62.95,time,4533.333333333333
bpm,62.32,time,4566.666666666667
bpm,62.91,time,4600.000000000001
bpm,62.26,time,4633.333333333334
bpm,62.89,time,4666.666666666667
bpm,62.25,time,4700.0
bpm,62.89,time,4733.333333333333
bpm,62.26,time,4766.666666666667
bpm,62.9,time,4800.0
bpm,62.26,time,4833.333333333334
bpm,62.88,time,4866.666666666667
bpm,62.24,time,4900.0
bpm,62.87,time,4933.333333333334
bpm,69.14,time,4966.666666666667
bpm,62.82,time,5000.0
bpm,69.09,time,5033.333333333333
bpm,62.79,time,5066.666666666667
bpm,69.08,time,5100.000000000001
bpm,69.79,time,5133.333333333334
bpm,69.09,time,5166.666666666667
bpm,69.79,time,5200.0
bpm,69.08,time,5233.333333333333
bpm,69.74,time,5266.666666666667
bpm,69.03,time,5300.0
bpm,69.68,time,5333.333333333334
bpm,68.98,time,5366.666666666667
bpm,69.68,time,5400.0
bpm,68.96,time,5433.333333333334
bpm,69.63,time,5466.666666666667
bpm,68.92,time,5500.0
bpm,69.58,time,5533.333333333333
bpm,68.86,time,5566.666666666667
bpm,69.5,time,5600.000000000001
bpm,68.82,time,5633.333333333334
bpm,69.46,time,5666.666666666667
bpm,68.75,time,5700.0
bpm,69.38,time,5733.333333333333
bpm,68.68,time,5766.666666666667
bpm,69.31,time,5800.000000000001
bpm,68.61,time,5833.333333333334
bpm,69.24,time,5866.666666666667
bpm,68.54,time,5900.0
bpm,69.2,time,5933.333333333334
bpm,68.49,time,5966.666666666667
bpm,69.12,time,6000.0
bpm,68.4,time,6033.333333333333
bpm,69.0,time,6066.666666666667
bpm,68.29,time,6100.000000000001
bpm,68.88,time,6133.333333333334
bpm,68.2,time,6166.666666666667
bpm,69.02,time,6200.0
bpm,68.35,time,6233.333333333333
bpm,68.98,time,6266.666666666667
bpm,68.28,time,6300.000000000001
bpm,68.92,time,6333.333333333334
bpm,68.22,time,6366.666666666667
bpm,68.85,time,6400.0
bpm,54.53,time,6433.333333333334
bpm,55.04,time,6466.666666666667
bpm,54.49,time,6500.0
bpm,55.01,time,6533.333333333333
bpm,54.46,time,6566.666666666667
bpm,54.97,time,6600.000000000001
bpm,54.4,time,6633.333333333334
bpm,54.89,time,6666.666666666667
bpm,54.34,time,6700.0
bpm,54.91,time,6733.333333333333
bpm,54.35,time,6766.666666666667
bpm,54.91,time,6800.000000000001
bpm,54.39,time,6833.333333333334
bpm,54.94,time,6866.666666666667
bpm,54.37,time,6900.0
bpm,54.92,time,6933.333333333334
bpm,54.37,time,6966.666666666667
bpm,54.9,time,7000.0
bpm,54.35,time,7033.333333333334
bpm,54.89,time,7066.666666666667
bpm,54.35,time,7100.000000000001
bpm,54.9,time,7133.333333333334
bpm,54.35,time,7166.666666666667
bpm,54.89,time,7200.0
bpm,54.34,time,7233.333333333333
bpm,54.88,time,7266.666666666667
bpm,54.33,time,7300.000000000001
bpm,54.88,time,7333.333333333334
bpm,54.35,time,7366.666666666667
bpm,54.9,time,7400.0
bpm,54.34,time,7433.333333333334
bpm,54.9,time,7466.666666666667
bpm,54.34,time,7500.0
bpm,54.9,time,7533.333333333334
bpm,54.35,time,7566.666666666667
bpm,54.88,time,7600.000000000001
bpm,54.32,time,7633.333333333334
bpm,54.89,time,7666.666666666667
bpm,54.34,time,7700.0
bpm,54.89,time,7733.333333333333
bpm,54.34,time,7766.666666666667
bpm,54.91,time,7800.000000000001
bpm,54.35,time,7833.333333333334
bpm,54.88,time,7866.666666666667
bpm,54.32,time,7900.0
bpm,54.88,time,7933.333333333334
bpm,54.35,time,7966.666666666667
bpm,54.9,time,8000.0
bpm,54.35,time,8033.333333333333
bpm,54.89,time,8066.666666666666
bpm,54.34,time,8100.0
