,time,bpm
0,17:14:23:5,83.16666666666667
1,17:14:24:0,83.0
2,17:14:24:5,83.0
3,17:14:25:0,83.14285714285714
4,17:14:25:5,81.66666666666667
5,17:14:26:0,81.0
6,17:14:26:5,81.0
7,17:14:27:0,81.0
8,17:14:27:5,79.61538461538461
9,17:14:28:0,79.0
10,17:14:28:5,79.0
11,17:14:29:0,79.0
12,17:14:29:5,77.71428571428571
13,17:14:30:0,77.0
14,17:14:30:5,77.0
15,17:14:31:0,77.0
16,17:14:31:5,77.0
