time;face_valid;bpm
5000;1;60
5033;1;59.6066
5066;1;59.6066
5100;1;59.5948
5133;1;60
5166;1;59.6066
5200;1;59.5948
5233;1;60
5266;1;59.6066
5300;1;59.5948
5333;1;60
5366;1;59.6066
5400;1;59.5948
5433;1;72
5466;1;59.6066
5500;1;59.5948
5533;1;72
5566;1;59.6066
5600;1;59.5948
5633;1;72
5666;1;59.6066
5700;1;59.5948
5733;1;72
5766;1;71.5279
5800;1;71.5137
5833;1;72
5866;1;71.5279
5900;1;59.5948
5933;1;72
5966;1;59.6066
6000;1;59.5948
